State,County,Civilian labor force 2007,Employed 2007,Civilian labor force 2007,Employed 2007,Unemployed 2007,Unemployment rate 2007,Civilian labor force 2008,Employed 2008,Unemployed 2008,Unemployment rate 2008,Civilian labor force 2009,Employed 2009,Unemployed 2009,Unemployment rate 2009,Civilian abor force 2010,Employed 2010,Unemployed 2010,Unemployment rate 2010,Civilian labor force 2011,Employed 2011,Unemployed 2011,Unemploymen trate 2011,Civilian labor force 2012,Employed 2012,Unemployed 2012,Unemployment rate 2012,Civilian labor force 2013,Employed 2013,Unemployed 2013,Unemployment rate 2013,Civilian labor force 2014,Employed 2014,Unemployed 2014,Unemployment rate 2014,Civilian labor force 2015,Employed 2015,Unemployed 2015,Unemployment rate 2015,Civilian labor force 2016,Employed 2016,Unemployed 2016,Unemployment rate 2016,Civilian labor force 2017,Employed 2017,Unemployed 2017,Unemployment rate 2017,Civilian labor force 2018,Employed 2018,Unemployed 2018,Unemployment rate 2018,Median Household Income 2017,Income % of State Total 2017
AK,"Kusilvak Census Area, AK",2584.00,2057.00,2584.00,2057.00,527.00,20.40,2616.00,2078.00,538.00,20.60,2696.00,2135.00,561.00,20.80,2658.00,2115.00,543.00,20.40,2759.00,2177.00,582.00,21.10,2768.00,2156.00,612.00,22.10,2782.00,2124.00,658.00,23.70,2828.00,2155.00,673.00,23.80,2811.00,2161.00,650.00,23.10,2725.00,2136.00,589.00,21.60,2760.00,2218.00,542.00,19.60,2708.00,2169.00,539.00,19.90,"$31,250",42.20
AK,"Lake and Peninsula Borough, AK",1166.00,1102.00,1166.00,1102.00,64.00,5.50,1137.00,1059.00,78.00,6.90,1088.00,1000.00,88.00,8.10,604.00,517.00,87.00,14.40,638.00,542.00,96.00,15.00,637.00,540.00,97.00,15.20,638.00,539.00,99.00,15.50,644.00,539.00,105.00,16.30,646.00,565.00,81.00,12.50,655.00,573.00,82.00,12.50,718.00,634.00,84.00,11.70,739.00,653.00,86.00,11.60,"$47,644",64.30
AK,"Nome Census Area, AK",3796.00,3374.00,3796.00,3374.00,422.00,11.10,3991.00,3577.00,414.00,10.40,3968.00,3505.00,463.00,11.70,4111.00,3595.00,516.00,12.60,4127.00,3619.00,508.00,12.30,4178.00,3690.00,488.00,11.70,4142.00,3631.00,511.00,12.30,4124.00,3617.00,507.00,12.30,4084.00,3597.00,487.00,11.90,4084.00,3565.00,519.00,12.70,4107.00,3611.00,496.00,12.10,4113.00,3636.00,477.00,11.60,"$53,877",72.70
AK,"North Slope Borough, AK",4672.00,4420.00,4672.00,4420.00,252.00,5.40,5145.00,4927.00,218.00,4.20,5304.00,5053.00,251.00,4.70,3968.00,3649.00,319.00,8.00,3993.00,3690.00,303.00,7.60,4027.00,3715.00,312.00,7.70,4072.00,3772.00,300.00,7.40,4350.00,4091.00,259.00,6.00,4306.00,4060.00,246.00,5.70,3953.00,3685.00,268.00,6.80,3600.00,3334.00,266.00,7.40,3413.00,3173.00,240.00,7.00,"$82,736",111.70
AK,"Northwest Arctic Borough, AK",2968.00,2646.00,2968.00,2646.00,322.00,10.80,2982.00,2637.00,345.00,11.60,2988.00,2632.00,356.00,11.90,2957.00,2560.00,397.00,13.40,2987.00,2524.00,463.00,15.50,3031.00,2554.00,477.00,15.70,3068.00,2564.00,504.00,16.40,3006.00,2494.00,512.00,17.00,2911.00,2445.00,466.00,16.00,2964.00,2490.00,474.00,16.00,2965.00,2486.00,479.00,16.20,2924.00,2508.00,416.00,14.20,"$53,060",71.60
AK,"Sitka Borough/city, AK",4635.00,4398.00,4635.00,4398.00,237.00,5.10,4621.00,4353.00,268.00,5.80,4646.00,4357.00,289.00,6.20,4561.00,4274.00,287.00,6.30,4632.00,4348.00,284.00,6.10,4647.00,4384.00,263.00,5.70,4625.00,4371.00,254.00,5.50,4682.00,4443.00,239.00,5.10,4602.00,4390.00,212.00,4.60,4371.00,4169.00,202.00,4.60,4444.00,4243.00,201.00,4.50,4408.00,4225.00,183.00,4.20,"$69,501",93.80
AK,"Southeast Fairbanks Census Area, AK",3555.00,3246.00,3555.00,3246.00,309.00,8.70,3555.00,3241.00,314.00,8.80,3612.00,3264.00,348.00,9.60,3196.00,2816.00,380.00,11.90,3202.00,2804.00,398.00,12.40,3038.00,2647.00,391.00,12.90,3013.00,2617.00,396.00,13.10,2921.00,2535.00,386.00,13.20,3010.00,2689.00,321.00,10.70,2996.00,2674.00,322.00,10.70,2940.00,2639.00,301.00,10.20,2940.00,2658.00,282.00,9.60,"$59,382",80.20
AK,"ValdezCordova Census Area, AK",5219.00,4778.00,5219.00,4778.00,441.00,8.40,5259.00,4816.00,443.00,8.40,5340.00,4887.00,453.00,8.50,4875.00,4419.00,456.00,9.40,4938.00,4449.00,489.00,9.90,4894.00,4419.00,475.00,9.70,4934.00,4444.00,490.00,9.90,4884.00,4413.00,471.00,9.60,4882.00,4459.00,423.00,8.70,4810.00,4396.00,414.00,8.60,4876.00,4500.00,376.00,7.70,4849.00,4488.00,361.00,7.40,"$86,196",116.40
AK,"Yakutat Borough/city, AK",308.00,287.00,308.00,287.00,21.00,6.80,320.00,296.00,24.00,7.50,314.00,278.00,36.00,11.50,297.00,265.00,32.00,10.80,301.00,269.00,32.00,10.60,288.00,260.00,28.00,9.70,285.00,258.00,27.00,9.50,273.00,246.00,27.00,9.90,259.00,237.00,22.00,8.50,243.00,223.00,20.00,8.20,234.00,212.00,22.00,9.40,245.00,225.00,20.00,8.20,"$59,955",81.00
AK,"YukonKoyukuk Census Area, AK",2763.00,2382.00,2763.00,2382.00,381.00,13.80,2786.00,2393.00,393.00,14.10,2876.00,2471.00,405.00,14.10,2567.00,2125.00,442.00,17.20,2706.00,2208.00,498.00,18.40,2773.00,2291.00,482.00,17.40,2736.00,2234.00,502.00,18.30,2585.00,2095.00,490.00,19.00,2412.00,1969.00,443.00,18.40,2423.00,1990.00,433.00,17.90,2477.00,2042.00,435.00,17.60,2545.00,2156.00,389.00,15.30,"$37,907",51.20
AZ,"Graham County, AZ",14294.00,13680.00,14294.00,13680.00,614.00,4.30,16139.00,14997.00,1142.00,7.10,15246.00,12952.00,2294.00,15.00,14570.00,12687.00,1883.00,12.90,14345.00,12916.00,1429.00,10.00,14472.00,13242.00,1230.00,8.50,14276.00,13173.00,1103.00,7.70,14442.00,13369.00,1073.00,7.40,14508.00,13443.00,1065.00,7.30,14373.00,13402.00,971.00,6.80,14386.00,13602.00,784.00,5.40,14878.00,14114.00,764.00,5.10,"$46,378",82.10
AZ,"Greenlee County, AZ",3998.00,3868.00,3998.00,3868.00,130.00,3.30,4408.00,4174.00,234.00,5.30,4396.00,3564.00,832.00,18.90,3439.00,2875.00,564.00,16.40,3352.00,2982.00,370.00,11.00,3553.00,3261.00,292.00,8.20,4580.00,4311.00,269.00,5.90,4720.00,4414.00,306.00,6.50,4045.00,3725.00,320.00,7.90,3900.00,3604.00,296.00,7.60,3991.00,3790.00,201.00,5.00,4280.00,4098.00,182.00,4.30,"$63,557",112.50
AZ,"La Paz County, AZ",7655.00,7262.00,7655.00,7262.00,393.00,5.10,7551.00,6968.00,583.00,7.70,7702.00,6941.00,761.00,9.90,7868.00,7063.00,805.00,10.20,7827.00,7057.00,770.00,9.80,8137.00,7441.00,696.00,8.60,8028.00,7372.00,656.00,8.20,7954.00,7351.00,603.00,7.60,8169.00,7561.00,608.00,7.40,8470.00,7957.00,513.00,6.10,8699.00,8229.00,470.00,5.40,8938.00,8381.00,557.00,6.20,"$36,389",64.40
AR,"Ashley County, AR",9483.00,8712.00,9483.00,8712.00,771.00,8.10,9465.00,8745.00,720.00,7.60,9344.00,8359.00,985.00,10.50,9745.00,8765.00,980.00,10.10,9886.00,8780.00,1106.00,11.20,9298.00,8158.00,1140.00,12.30,8923.00,7953.00,970.00,10.90,8475.00,7691.00,784.00,9.30,8142.00,7511.00,631.00,7.70,7735.00,7249.00,486.00,6.30,7629.00,7191.00,438.00,5.70,7683.00,7263.00,420.00,5.50,"$40,495",88.20
AR,"Baxter County, AR",17748.00,16787.00,17748.00,16787.00,961.00,5.40,17704.00,16635.00,1069.00,6.00,17328.00,15715.00,1613.00,9.30,16610.00,15050.00,1560.00,9.40,16602.00,15061.00,1541.00,9.30,16373.00,14994.00,1379.00,8.40,16067.00,14775.00,1292.00,8.00,15985.00,14918.00,1067.00,6.70,16211.00,15322.00,889.00,5.50,16098.00,15408.00,690.00,4.30,16372.00,15675.00,697.00,4.30,16463.00,15785.00,678.00,4.10,"$43,011",93.70
AR,"Boone County, AR",16987.00,16127.00,16987.00,16127.00,860.00,5.10,17048.00,16116.00,932.00,5.50,16987.00,15712.00,1275.00,7.50,16519.00,15226.00,1293.00,7.80,16697.00,15367.00,1330.00,8.00,16523.00,15264.00,1259.00,7.60,16048.00,14922.00,1126.00,7.00,15663.00,14726.00,937.00,6.00,15834.00,15064.00,770.00,4.90,15930.00,15346.00,584.00,3.70,15808.00,15266.00,542.00,3.40,15856.00,15295.00,561.00,3.50,"$41,770",91.00
AR,"Bradley County, AR",5799.00,5446.00,5799.00,5446.00,353.00,6.10,5622.00,5215.00,407.00,7.20,5486.00,4951.00,535.00,9.80,5002.00,4462.00,540.00,10.80,4560.00,3988.00,572.00,12.50,4371.00,3886.00,485.00,11.10,4127.00,3722.00,405.00,9.80,4154.00,3806.00,348.00,8.40,4381.00,4115.00,266.00,6.10,4292.00,4067.00,225.00,5.20,4297.00,4092.00,205.00,4.80,4362.00,4166.00,196.00,4.50,"$35,950",78.30
AR,"Calhoun County, AR",2638.00,2461.00,2638.00,2461.00,177.00,6.70,2613.00,2451.00,162.00,6.20,2583.00,2365.00,218.00,8.40,2681.00,2445.00,236.00,8.80,2639.00,2385.00,254.00,9.60,2511.00,2282.00,229.00,9.10,2424.00,2226.00,198.00,8.20,2367.00,2211.00,156.00,6.60,2406.00,2276.00,130.00,5.40,2377.00,2268.00,109.00,4.60,2397.00,2304.00,93.00,3.90,2404.00,2310.00,94.00,3.90,"$42,484",92.50
AR,"Carroll County, AR",14021.00,13416.00,14021.00,13416.00,605.00,4.30,14261.00,13620.00,641.00,4.50,14013.00,13160.00,853.00,6.10,12611.00,11686.00,925.00,7.30,12896.00,11964.00,932.00,7.20,12479.00,11690.00,789.00,6.30,12284.00,11548.00,736.00,6.00,12543.00,11894.00,649.00,5.20,12652.00,12074.00,578.00,4.60,12871.00,12414.00,457.00,3.60,13001.00,12568.00,433.00,3.30,12639.00,12233.00,406.00,3.20,"$38,297",83.40
AR,"Chicot County, AR",4995.00,4583.00,4995.00,4583.00,412.00,8.20,4967.00,4556.00,411.00,8.30,4873.00,4331.00,542.00,11.10,4272.00,3745.00,527.00,12.30,4282.00,3718.00,564.00,13.20,4062.00,3600.00,462.00,11.40,3843.00,3397.00,446.00,11.60,3851.00,3448.00,403.00,10.50,3724.00,3386.00,338.00,9.10,3582.00,3347.00,235.00,6.60,3467.00,3241.00,226.00,6.50,3340.00,3110.00,230.00,6.90,"$31,810",69.30
AR,"Clark County, AR",11069.00,10451.00,11069.00,10451.00,618.00,5.60,11054.00,10398.00,656.00,5.90,10782.00,9910.00,872.00,8.10,10212.00,9337.00,875.00,8.60,10335.00,9261.00,1074.00,10.40,10140.00,9118.00,1022.00,10.10,9923.00,9030.00,893.00,9.00,9517.00,8858.00,659.00,6.90,9448.00,8924.00,524.00,5.50,9384.00,8970.00,414.00,4.40,9387.00,9013.00,374.00,4.00,9580.00,9214.00,366.00,3.80,"$40,536",88.30
AR,"Clay County, AR",6751.00,6125.00,6751.00,6125.00,626.00,9.30,6685.00,6146.00,539.00,8.10,6671.00,5914.00,757.00,11.30,7479.00,6659.00,820.00,11.00,7304.00,6419.00,885.00,12.10,6869.00,6115.00,754.00,11.00,6530.00,5895.00,635.00,9.70,6413.00,5912.00,501.00,7.80,6294.00,5879.00,415.00,6.60,6037.00,5697.00,340.00,5.60,5885.00,5619.00,266.00,4.50,5835.00,5579.00,256.00,4.40,"$35,164",76.60
AR,"Cleburne County, AR",11687.00,10977.00,11687.00,10977.00,710.00,6.10,12111.00,11427.00,684.00,5.60,11794.00,10911.00,883.00,7.50,10336.00,9444.00,892.00,8.60,10551.00,9579.00,972.00,9.20,10390.00,9504.00,886.00,8.50,10028.00,9172.00,856.00,8.50,9746.00,8940.00,806.00,8.30,9606.00,8940.00,666.00,6.90,9474.00,8912.00,562.00,5.90,9282.00,8825.00,457.00,4.90,9174.00,8758.00,416.00,4.50,"$43,170",94.00
AR,"Cleveland County, AR",4180.00,3942.00,4180.00,3942.00,238.00,5.70,4135.00,3892.00,243.00,5.90,4043.00,3715.00,328.00,8.10,3888.00,3562.00,326.00,8.40,3885.00,3554.00,331.00,8.50,3751.00,3475.00,276.00,7.40,3600.00,3328.00,272.00,7.60,3455.00,3220.00,235.00,6.80,3356.00,3167.00,189.00,5.60,3343.00,3193.00,150.00,4.50,3329.00,3185.00,144.00,4.30,3302.00,3173.00,129.00,3.90,"$47,812",104.10
AR,"Columbia County, AR",11040.00,10320.00,11040.00,10320.00,720.00,6.50,10929.00,10166.00,763.00,7.00,10618.00,9584.00,1034.00,9.70,10507.00,9458.00,1049.00,10.00,10445.00,9401.00,1044.00,10.00,10115.00,9205.00,910.00,9.00,9679.00,8830.00,849.00,8.80,9539.00,8857.00,682.00,7.10,9533.00,8910.00,623.00,6.50,9267.00,8738.00,529.00,5.70,9061.00,8602.00,459.00,5.10,8991.00,8562.00,429.00,4.80,"$38,488",83.80
AR,"Conway County, AR",10073.00,9583.00,10073.00,9583.00,490.00,4.90,10237.00,9671.00,566.00,5.50,10265.00,9491.00,774.00,7.50,9029.00,8156.00,873.00,9.70,9038.00,8145.00,893.00,9.90,8704.00,7902.00,802.00,9.20,8647.00,7850.00,797.00,9.20,8596.00,7982.00,614.00,7.10,8635.00,8109.00,526.00,6.10,8444.00,7962.00,482.00,5.70,8227.00,7834.00,393.00,4.80,8198.00,7840.00,358.00,4.40,"$43,519",94.80
AR,"Cross County, AR",8457.00,7833.00,8457.00,7833.00,624.00,7.40,8559.00,7974.00,585.00,6.80,8537.00,7824.00,713.00,8.40,8618.00,7903.00,715.00,8.30,8832.00,8092.00,740.00,8.40,8531.00,7854.00,677.00,7.90,8207.00,7586.00,621.00,7.60,8098.00,7584.00,514.00,6.30,8097.00,7659.00,438.00,5.40,7882.00,7534.00,348.00,4.40,7659.00,7352.00,307.00,4.00,7441.00,7131.00,310.00,4.20,"$41,661",90.70
AR,"Dallas County, AR",3881.00,3608.00,3881.00,3608.00,273.00,7.00,3908.00,3625.00,283.00,7.20,3940.00,3539.00,401.00,10.20,3487.00,3057.00,430.00,12.30,3322.00,2908.00,414.00,12.50,3182.00,2815.00,367.00,11.50,2934.00,2616.00,318.00,10.80,2878.00,2610.00,268.00,9.30,2871.00,2664.00,207.00,7.20,2884.00,2739.00,145.00,5.00,2827.00,2699.00,128.00,4.50,2811.00,2687.00,124.00,4.40,"$33,739",73.50
AR,"Desha County, AR",6177.00,5567.00,6177.00,5567.00,610.00,9.90,5942.00,5422.00,520.00,8.80,5593.00,4960.00,633.00,11.30,5884.00,5229.00,655.00,11.10,6151.00,5464.00,687.00,11.20,5930.00,5343.00,587.00,9.90,5644.00,5100.00,544.00,9.60,5551.00,5104.00,447.00,8.10,5543.00,5139.00,404.00,7.30,5441.00,5145.00,296.00,5.40,5451.00,5189.00,262.00,4.80,5443.00,5196.00,247.00,4.50,"$33,228",72.40
AR,"Drew County, AR",8501.00,7870.00,8501.00,7870.00,631.00,7.40,8503.00,7831.00,672.00,7.90,8224.00,7318.00,906.00,11.00,8568.00,7633.00,935.00,10.90,8656.00,7651.00,1005.00,11.60,8369.00,7477.00,892.00,10.70,8169.00,7370.00,799.00,9.80,7984.00,7312.00,672.00,8.40,7924.00,7371.00,553.00,7.00,7809.00,7357.00,452.00,5.80,7793.00,7388.00,405.00,5.20,7757.00,7369.00,388.00,5.00,"$41,339",90.00
AR,"Franklin County, AR",8600.00,8215.00,8600.00,8215.00,385.00,4.50,8566.00,8184.00,382.00,4.50,8183.00,7589.00,594.00,7.30,7800.00,7197.00,603.00,7.70,7799.00,7201.00,598.00,7.70,7669.00,7125.00,544.00,7.10,7423.00,6913.00,510.00,6.90,7288.00,6875.00,413.00,5.70,7409.00,7043.00,366.00,4.90,7362.00,7066.00,296.00,4.00,7403.00,7142.00,261.00,3.50,7406.00,7140.00,266.00,3.60,"$41,140",89.60
AR,"Fulton County, AR",5169.00,4912.00,5169.00,4912.00,257.00,5.00,5245.00,4971.00,274.00,5.20,5253.00,4861.00,392.00,7.50,5172.00,4767.00,405.00,7.80,5127.00,4729.00,398.00,7.80,5110.00,4743.00,367.00,7.20,4918.00,4579.00,339.00,6.90,4801.00,4524.00,277.00,5.80,4756.00,4509.00,247.00,5.20,4666.00,4464.00,202.00,4.30,4720.00,4521.00,199.00,4.20,4805.00,4613.00,192.00,4.00,"$35,723",77.80
AR,"Grant County, AR",8587.00,8162.00,8587.00,8162.00,425.00,4.90,8691.00,8237.00,454.00,5.20,8520.00,7913.00,607.00,7.10,8567.00,7960.00,607.00,7.10,8560.00,7928.00,632.00,7.40,8425.00,7852.00,573.00,6.80,8273.00,7733.00,540.00,6.50,8221.00,7773.00,448.00,5.40,8255.00,7880.00,375.00,4.50,8275.00,7977.00,298.00,3.60,8330.00,8061.00,269.00,3.20,8321.00,8062.00,259.00,3.10,"$54,819",119.40
AR,"Hempstead County, AR",10978.00,10332.00,10978.00,10332.00,646.00,5.90,10733.00,10111.00,622.00,5.80,10703.00,9819.00,884.00,8.30,10674.00,9685.00,989.00,9.30,11024.00,10049.00,975.00,8.80,10851.00,10060.00,791.00,7.30,10096.00,9365.00,731.00,7.20,9926.00,9334.00,592.00,6.00,9851.00,9364.00,487.00,4.90,9928.00,9554.00,374.00,3.80,9825.00,9484.00,341.00,3.50,9908.00,9555.00,353.00,3.60,"$39,505",86.00
AR,"Hot Spring County, AR",15477.00,14654.00,15477.00,14654.00,823.00,5.30,15211.00,14207.00,1004.00,6.60,15337.00,14017.00,1320.00,8.60,14188.00,12969.00,1219.00,8.60,14527.00,13320.00,1207.00,8.30,14485.00,13441.00,1044.00,7.20,14111.00,13084.00,1027.00,7.30,13977.00,13170.00,807.00,5.80,14152.00,13438.00,714.00,5.00,14069.00,13516.00,553.00,3.90,14094.00,13571.00,523.00,3.70,13993.00,13466.00,527.00,3.80,"$42,329",92.20
AR,"Howard County, AR",6452.00,6101.00,6452.00,6101.00,351.00,5.40,6379.00,6025.00,354.00,5.50,6227.00,5727.00,500.00,8.00,6545.00,6037.00,508.00,7.80,6746.00,6240.00,506.00,7.50,6434.00,6003.00,431.00,6.70,6235.00,5836.00,399.00,6.40,6195.00,5836.00,359.00,5.80,6055.00,5799.00,256.00,4.20,5950.00,5755.00,195.00,3.30,5970.00,5789.00,181.00,3.00,5922.00,5717.00,205.00,3.50,"$36,744",80.00
AR,"Izard County, AR",5445.00,5125.00,5445.00,5125.00,320.00,5.90,5476.00,5108.00,368.00,6.70,5349.00,4859.00,490.00,9.20,5139.00,4622.00,517.00,10.10,5232.00,4713.00,519.00,9.90,5163.00,4709.00,454.00,8.80,5002.00,4570.00,432.00,8.60,4916.00,4547.00,369.00,7.50,4976.00,4648.00,328.00,6.60,4964.00,4686.00,278.00,5.60,4881.00,4611.00,270.00,5.50,4869.00,4599.00,270.00,5.50,"$37,958",82.70
AR,"Jackson County, AR",7891.00,7297.00,7891.00,7297.00,594.00,7.50,7928.00,7313.00,615.00,7.80,7643.00,6807.00,836.00,10.90,6734.00,5936.00,798.00,11.90,6714.00,5935.00,779.00,11.60,6470.00,5774.00,696.00,10.80,6276.00,5593.00,683.00,10.90,6191.00,5621.00,570.00,9.20,6185.00,5720.00,465.00,7.50,6057.00,5680.00,377.00,6.20,5884.00,5539.00,345.00,5.90,5786.00,5430.00,356.00,6.20,"$36,235",78.90
AR,"Johnson County, AR",11443.00,10892.00,11443.00,10892.00,551.00,4.80,11631.00,11080.00,551.00,4.70,11562.00,10731.00,831.00,7.20,10977.00,10072.00,905.00,8.20,11134.00,10256.00,878.00,7.90,10807.00,10011.00,796.00,7.40,10564.00,9756.00,808.00,7.60,10296.00,9623.00,673.00,6.50,10393.00,9796.00,597.00,5.70,10526.00,10028.00,498.00,4.70,10574.00,10123.00,451.00,4.30,10445.00,9972.00,473.00,4.50,"$39,798",86.70
AR,"Lafayette County, AR",3143.00,2908.00,3143.00,2908.00,235.00,7.50,3070.00,2853.00,217.00,7.10,2991.00,2706.00,285.00,9.50,3041.00,2741.00,300.00,9.90,3007.00,2716.00,291.00,9.70,2886.00,2612.00,274.00,9.50,2743.00,2479.00,264.00,9.60,2661.00,2454.00,207.00,7.80,2616.00,2417.00,199.00,7.60,2547.00,2397.00,150.00,5.90,2507.00,2379.00,128.00,5.10,2497.00,2366.00,131.00,5.20,"$33,378",72.70
AR,"Lawrence County, AR",7400.00,6894.00,7400.00,6894.00,506.00,6.80,7307.00,6786.00,521.00,7.10,7321.00,6648.00,673.00,9.20,7445.00,6737.00,708.00,9.50,7471.00,6731.00,740.00,9.90,7235.00,6576.00,659.00,9.10,7149.00,6515.00,634.00,8.90,7084.00,6572.00,512.00,7.20,7043.00,6620.00,423.00,6.00,6917.00,6618.00,299.00,4.30,6861.00,6603.00,258.00,3.80,6858.00,6589.00,269.00,3.90,"$40,777",88.80
AR,"Lee County, AR",3634.00,3294.00,3634.00,3294.00,340.00,9.40,3618.00,3309.00,309.00,8.50,3534.00,3209.00,325.00,9.20,3704.00,3387.00,317.00,8.60,3678.00,3326.00,352.00,9.60,3521.00,3187.00,334.00,9.50,3313.00,3005.00,308.00,9.30,3251.00,3006.00,245.00,7.50,3179.00,2967.00,212.00,6.70,3091.00,2946.00,145.00,4.70,2970.00,2827.00,143.00,4.80,2917.00,2776.00,141.00,4.80,"$28,875",62.90
AR,"Lincoln County, AR",5044.00,4649.00,5044.00,4649.00,395.00,7.80,5009.00,4604.00,405.00,8.10,4989.00,4495.00,494.00,9.90,4699.00,4258.00,441.00,9.40,4782.00,4335.00,447.00,9.30,4586.00,4185.00,401.00,8.70,4354.00,3993.00,361.00,8.30,4214.00,3916.00,298.00,7.10,4124.00,3871.00,253.00,6.10,4095.00,3898.00,197.00,4.80,4055.00,3886.00,169.00,4.20,4041.00,3867.00,174.00,4.30,"$43,821",95.40
AR,"Little River County, AR",6539.00,6267.00,6539.00,6267.00,272.00,4.20,6747.00,6482.00,265.00,3.90,6774.00,6366.00,408.00,6.00,6220.00,5738.00,482.00,7.70,6143.00,5662.00,481.00,7.80,5979.00,5543.00,436.00,7.30,5708.00,5275.00,433.00,7.60,5544.00,5181.00,363.00,6.50,5592.00,5287.00,305.00,5.50,5592.00,5331.00,261.00,4.70,5503.00,5236.00,267.00,4.90,5485.00,5196.00,289.00,5.30,"$42,063",91.60
AR,"Logan County, AR",10575.00,10048.00,10575.00,10048.00,527.00,5.00,10435.00,9753.00,682.00,6.50,10120.00,9186.00,934.00,9.20,9805.00,8964.00,841.00,8.60,9641.00,8790.00,851.00,8.80,9627.00,8858.00,769.00,8.00,9248.00,8530.00,718.00,7.80,9079.00,8537.00,542.00,6.00,9157.00,8631.00,526.00,5.70,9121.00,8703.00,418.00,4.60,8897.00,8556.00,341.00,3.80,8749.00,8396.00,353.00,4.00,"$37,676",82.10
AR,"Madison County, AR",7781.00,7464.00,7781.00,7464.00,317.00,4.10,7760.00,7418.00,342.00,4.40,7396.00,6896.00,500.00,6.80,7270.00,6756.00,514.00,7.10,7244.00,6753.00,491.00,6.80,6971.00,6563.00,408.00,5.90,6857.00,6461.00,396.00,5.80,6967.00,6631.00,336.00,4.80,7080.00,6807.00,273.00,3.90,7286.00,7053.00,233.00,3.20,7376.00,7165.00,211.00,2.90,7426.00,7213.00,213.00,2.90,"$40,568",88.40
AR,"Marion County, AR",7052.00,6671.00,7052.00,6671.00,381.00,5.40,6963.00,6526.00,437.00,6.30,6711.00,5917.00,794.00,11.80,6716.00,6035.00,681.00,10.10,6758.00,6120.00,638.00,9.40,6608.00,6065.00,543.00,8.20,6514.00,6013.00,501.00,7.70,6535.00,6125.00,410.00,6.30,6522.00,6184.00,338.00,5.20,6521.00,6261.00,260.00,4.00,6483.00,6227.00,256.00,3.90,6506.00,6237.00,269.00,4.10,"$39,539",86.10
AR,"Miller County, AR",19792.00,18910.00,19792.00,18910.00,882.00,4.50,20242.00,19423.00,819.00,4.00,19952.00,18825.00,1127.00,5.60,20560.00,19364.00,1196.00,5.80,20808.00,19484.00,1324.00,6.40,20260.00,19055.00,1205.00,5.90,19556.00,18303.00,1253.00,6.40,19371.00,18246.00,1125.00,5.80,19902.00,18907.00,995.00,5.00,19869.00,19038.00,831.00,4.20,19773.00,18914.00,859.00,4.30,19722.00,18772.00,950.00,4.80,"$44,325",96.50
AR,"Monroe County, AR",3897.00,3636.00,3897.00,3636.00,261.00,6.70,3860.00,3613.00,247.00,6.40,3717.00,3415.00,302.00,8.10,3413.00,3098.00,315.00,9.20,3390.00,3067.00,323.00,9.50,3270.00,2974.00,296.00,9.10,3121.00,2847.00,274.00,8.80,3093.00,2885.00,208.00,6.70,2972.00,2792.00,180.00,6.10,2879.00,2741.00,138.00,4.80,2798.00,2679.00,119.00,4.30,2746.00,2627.00,119.00,4.30,"$32,427",70.60
AR,"Montgomery County, AR",4263.00,4038.00,4263.00,4038.00,225.00,5.30,4203.00,3965.00,238.00,5.70,4168.00,3874.00,294.00,7.10,3904.00,3562.00,342.00,8.80,3826.00,3470.00,356.00,9.30,3586.00,3282.00,304.00,8.50,3418.00,3131.00,287.00,8.40,3349.00,3082.00,267.00,8.00,3225.00,3006.00,219.00,6.80,3100.00,2939.00,161.00,5.20,3070.00,2922.00,148.00,4.80,3036.00,2890.00,146.00,4.80,"$35,500",77.30
AR,"Nevada County, AR",4363.00,4115.00,4363.00,4115.00,248.00,5.70,4280.00,3989.00,291.00,6.80,4250.00,3855.00,395.00,9.30,4016.00,3614.00,402.00,10.00,4180.00,3784.00,396.00,9.50,4129.00,3808.00,321.00,7.80,3779.00,3488.00,291.00,7.70,3683.00,3460.00,223.00,6.10,3631.00,3450.00,181.00,5.00,3616.00,3482.00,134.00,3.70,3578.00,3450.00,128.00,3.60,3613.00,3485.00,128.00,3.50,"$46,687",101.70
AR,"Newton County, AR",3520.00,3342.00,3520.00,3342.00,178.00,5.10,3504.00,3304.00,200.00,5.70,3459.00,3184.00,275.00,8.00,3790.00,3528.00,262.00,6.90,3803.00,3518.00,285.00,7.50,3628.00,3362.00,266.00,7.30,3490.00,3249.00,241.00,6.90,3362.00,3167.00,195.00,5.80,3392.00,3228.00,164.00,4.80,3411.00,3280.00,131.00,3.80,3324.00,3204.00,120.00,3.60,3312.00,3200.00,112.00,3.40,"$34,036",74.10
AR,"Ouachita County, AR",12054.00,11178.00,12054.00,11178.00,876.00,7.30,11979.00,11212.00,767.00,6.40,12136.00,11162.00,974.00,8.00,11294.00,10214.00,1080.00,9.60,11066.00,9900.00,1166.00,10.50,10498.00,9395.00,1103.00,10.50,10253.00,9261.00,992.00,9.70,9954.00,9160.00,794.00,8.00,9877.00,9251.00,626.00,6.30,9816.00,9320.00,496.00,5.10,9668.00,9223.00,445.00,4.60,9755.00,9301.00,454.00,4.70,"$39,576",86.20
AR,"Perry County, AR",4835.00,4601.00,4835.00,4601.00,234.00,4.80,4822.00,4551.00,271.00,5.60,4724.00,4353.00,371.00,7.90,4560.00,4154.00,406.00,8.90,4520.00,4098.00,422.00,9.30,4416.00,4015.00,401.00,9.10,4364.00,3956.00,408.00,9.30,4230.00,3904.00,326.00,7.70,4199.00,3942.00,257.00,6.10,4167.00,3968.00,199.00,4.80,4248.00,4072.00,176.00,4.10,4248.00,4071.00,177.00,4.20,"$44,118",96.10
